Descrip,CaseID,Agency,Date,Location,City,State,latitude,longitude,LatLong
RESIDENTIAL BURGLARY,20140602-1458-00,Charlotte-Mecklenburg Police,6/2/2014 14:58,11100 BLOCK ALLISON WOODS LN,Charlotte,North Carolina,35.056925,-80.769843,35.056925:-80.769843
VANDALISM,20140602-1455-05,Charlotte-Mecklenburg Police,6/2/2014 14:55,700 BLOCK E 4TH ST,Charlotte,North Carolina,35.220796,-80.838698,35.220796:-80.838698
RESIDENTIAL BURGLARY,20140602-1455-01,Charlotte-Mecklenburg Police,6/2/2014 14:55,3700 BLOCK CAPPS HILL DR,Charlotte,North Carolina,35.287664,-80.865257,35.287664:-80.865257
SUSPICIOUS PERSON,O0602145002,Charlotte-Mecklenburg Police,6/2/2014 14:50,6400 BLOCK LONG MEADOW RD,Charlotte,North Carolina,35.14366,-80.844581,35.14366:-80.844581
NON-AGGRAVATED ASSAULT,20140602-1449-05,Charlotte-Mecklenburg Police,6/2/2014 14:49,4100 BLOCK W TYVOLA RD,Charlotte,North Carolina,35.202521,-80.90986,35.202521:-80.90986
LARCENY-OTHER,20140602-1449-06,Charlotte-Mecklenburg Police,6/2/2014 14:49,6000 BLOCK BROOKFIELD POINTE DR,Charlotte,North Carolina,35.312941,-80.882402,35.312941:-80.882402
NON-AGGRAVATED ASSAULT,20140602-1448-03,Charlotte-Mecklenburg Police,6/2/2014 14:48,1400 BLOCK BEATTIES FORD RD,Charlotte,North Carolina,35.256166,-80.855691,35.256166:-80.855691
NON-AGGRAVATED ASSAULT,20140602-1448-01,Charlotte-Mecklenburg Police,6/2/2014 14:48,4800 BLOCK WOODSTONE DR,Charlotte,North Carolina,35.280235,-80.810681,35.280235:-80.810681
AUTO THEFT,20140602-1443-02,Charlotte-Mecklenburg Police,6/2/2014 14:43,400 BLOCK BILLINGSLEY RD,Charlotte,North Carolina,35.190475,-80.805246,35.190475:-80.805246
SUSPICIOUS PERSON,O0602144103,Charlotte-Mecklenburg Police,6/2/2014 14:41,400 BLOCK BILLINGSLEY RD,Charlotte,North Carolina,35.190475,-80.805246,35.190475:-80.805246
SUSPICIOUS PERSON,O0602143502,Charlotte-Mecklenburg Police,6/2/2014 14:35,COUNTRY CLUB DR & STONEYBROOK RD,Charlotte,North Carolina,35.233224,-80.793694,35.233224:-80.793694
NON-AGGRAVATED ASSAULT,20140602-1433-00,Charlotte-Mecklenburg Police,6/2/2014 14:33,5600 BLOCK FARM POND LN,Charlotte,North Carolina,35.205055,-80.738767,35.205055:-80.738767
LARCENY FROM AUTO,20140602-1428-02,Charlotte-Mecklenburg Police,6/2/2014 14:28,3900 BLOCK E W T HARRIS BV,Charlotte,North Carolina,35.261763,-80.733342,35.261763:-80.733342
SUSPICIOUS PERSON,O0602142601,Charlotte-Mecklenburg Police,6/2/2014 14:26,SHARON RD W & PARK RD,Charlotte,North Carolina,35.11819,-80.85564,35.11819:-80.85564
COUNTERFEITING,20140602-1419-01,Charlotte-Mecklenburg Police,6/2/2014 14:19,4100 BLOCK PARK RD,Charlotte,North Carolina,35.175241,-80.851427,35.175241:-80.851427
SUSPICIOUS PERSON,O0602141606,Charlotte-Mecklenburg Police,6/2/2014 14:16,1000 BLOCK WAINWRIGHT AV,Charlotte,North Carolina,35.262459,-80.833009,35.262459:-80.833009
FRAUD,20140602-1414-01,Charlotte-Mecklenburg Police,6/2/2014 14:14,1300 BLOCK CARLTON AV,Charlotte,North Carolina,35.211861,-80.846661,35.211861:-80.846661
AGGRAVATED ASSAULT-OTHER WEAPON,20140602-1413-00,Charlotte-Mecklenburg Police,6/2/2014 14:13,7000 BLOCK BARRINGTON DR,Charlotte,North Carolina,35.239224,-80.74359,35.239224:-80.74359
SUSPICIOUS PERSON,O0602141000,Charlotte-Mecklenburg Police,6/2/2014 14:10,9900 BLOCK KARRAS COMMONS WY,Charlotte,North Carolina,35.064875,-80.758948,35.064875:-80.758948
LARCENY FROM AUTO,20140602-1407-02,Charlotte-Mecklenburg Police,6/2/2014 14:07,3700 BLOCK SURRY RIDGE CT,Charlotte,North Carolina,35.127613,-80.854299,35.127613:-80.854299
LARCENY-OTHER,20140602-1406-00,Charlotte-Mecklenburg Police,6/2/2014 14:06,1400 BLOCK E 3RD ST,Charlotte,North Carolina,35.213654,-80.830598,35.213654:-80.830598
NON-AGGRAVATED ASSAULT,20140602-1403-00,Charlotte-Mecklenburg Police,6/2/2014 14:03,6400 BLOCK SACKETT WY,Charlotte,North Carolina,35.336281,-80.804028,35.336281:-80.804028
FRAUD,20140602-1402-03,Charlotte-Mecklenburg Police,6/2/2014 14:02,400 BLOCK ATTWOOD CT,Charlotte,North Carolina,35.148291,-80.886098,35.148291:-80.886098
SUSPICIOUS PERSON,O0602140004,Charlotte-Mecklenburg Police,6/2/2014 14:00,KINGSCROSS DR & RUTLEDGE AV,Charlotte,North Carolina,35.168952,-80.799637,35.168952:-80.799637
LARCENY FROM AUTO,20140602-1400-06,Charlotte-Mecklenburg Police,6/2/2014 14:00,3600 BLOCK MARKLAND DR,Charlotte,North Carolina,35.211048,-80.908281,35.211048:-80.908281
LARCENY-OTHER,20140602-1352-00,Charlotte-Mecklenburg Police,6/2/2014 13:52,5500 BLOCK JOSH BIRMINGHAM PY,Charlotte,North Carolina,35.227087,-80.843127,35.227087:-80.843127
FRAUD,20140602-1348-01,Charlotte-Mecklenburg Police,6/2/2014 13:48,14300 BLOCK JOSEPH CLARK RD,Charlotte,North Carolina,35.095583,-80.964559,35.095583:-80.964559
RESIDENTIAL BURGLARY,20140602-1345-01,Charlotte-Mecklenburg Police,6/2/2014 13:45,7700 BLOCK OAK CANYON LN,Charlotte,North Carolina,35.191862,-80.71446,35.191862:-80.71446
LARCENY-OTHER,20140602-1343-00,Charlotte-Mecklenburg Police,6/2/2014 13:43,5700 BLOCK GENERAL INDUSTRIAL RD,Charlotte,North Carolina,35.258477,-80.768262,35.258477:-80.768262
LARCENY FROM AUTO,20140602-1335-04,Charlotte-Mecklenburg Police,6/2/2014 13:35,200 BLOCK MARGARET TURNER RD,Charlotte,North Carolina,35.283873,-80.899361,35.283873:-80.899361
LARCENY-SHOPLIFTING,20140602-1333-03,Charlotte-Mecklenburg Police,6/2/2014 13:33,6800 BLOCK NORTHLAKE MALL DR,Charlotte,North Carolina,35.350015,-80.852338,35.350015:-80.852338
SUSPICIOUS VEHICLE,O0602133202,Charlotte-Mecklenburg Police,6/2/2014 13:32,1200 BLOCK ALLEGHANY ST,Charlotte,North Carolina,35.238073,-80.888871,35.238073:-80.888871
RESIDENTIAL BURGLARY,20140602-1329-00,Charlotte-Mecklenburg Police,6/2/2014 13:29,500 BLOCK CROCUS CT,Charlotte,North Carolina,35.139108,-80.901353,35.139108:-80.901353
LARCENY-SHOPLIFTING,20140602-1326-03,Charlotte-Mecklenburg Police,6/2/2014 13:26,7100 BLOCK NORTHLAKE MALL DR,Charlotte,North Carolina,35.355012,-80.850182,35.355012:-80.850182
FRAUD,20140602-1324-00,Charlotte-Mecklenburg Police,6/2/2014 13:24,7100 BLOCK ALBEMARLE RD,Charlotte,North Carolina,35.203054,-80.723918,35.203054:-80.723918
LARCENY-SHOPLIFTING,20140602-1321-01,Charlotte-Mecklenburg Police,6/2/2014 13:21,12800 BLOCK WALKER BRANCH DR,Charlotte,North Carolina,35.099019,-80.987427,35.099019:-80.987427
FRAUD,20140602-1319-03,Charlotte-Mecklenburg Police,6/2/2014 13:19,5000 BLOCK CARMEL CLUB DR,Charlotte,North Carolina,35.100845,-80.820924,35.100845:-80.820924
LARCENY FROM AUTO,20140602-1318-01,Charlotte-Mecklenburg Police,6/2/2014 13:18,2000 BLOCK E WOODLAWN RD,Charlotte,North Carolina,35.171121,-80.842746,35.171121:-80.842746
VANDALISM,20140602-1315-01,Charlotte-Mecklenburg Police,6/2/2014 13:15,1700 BLOCK WOODWARD AV,Charlotte,North Carolina,35.251188,-80.837915,35.251188:-80.837915
RESIDENTIAL BURGLARY,20140602-1314-00,Charlotte-Mecklenburg Police,6/2/2014 13:14,8500 BLOCK IDLEWILD RD,Charlotte,North Carolina,35.179148,-80.724384,35.179148:-80.724384
LARCENY-OTHER,20140602-1314-06,Charlotte-Mecklenburg Police,6/2/2014 13:14,1000 BLOCK N WENDOVER RD,Charlotte,North Carolina,35.192597,-80.794659,35.192597:-80.794659
LARCENY FROM BUILDING,20140602-1312-01,Charlotte-Mecklenburg Police,6/2/2014 13:12,4800 BLOCK N GRAHAM ST,Charlotte,North Carolina,35.279369,-80.805923,35.279369:-80.805923
LARCENY-SHOPLIFTING,20140602-1310-01,Huntersville Police,6/2/2014 13:10,9700 BLOCK SAM FURR RD,Charlotte,North Carolina,35.441976,-80.863168,35.441976:-80.863168
SUSPICIOUS VEHICLE,O0602130501,Charlotte-Mecklenburg Police,6/2/2014 13:05,6400 BLOCK LONG MEADOW RD,Charlotte,North Carolina,35.14366,-80.844581,35.14366:-80.844581
AGGRAVATED ASSAULT-OTHER WEAPON,20140602-1243-04,Charlotte-Mecklenburg Police,6/2/2014 12:43,400 BLOCK N KINGS DR,Charlotte,North Carolina,35.219932,-80.829195,35.219932:-80.829195
LARCENY FROM BUILDING,20140602-1235-00,Charlotte-Mecklenburg Police,6/2/2014 12:35,6900 BLOCK MARICOPA RD,Charlotte,North Carolina,35.05971,-80.776436,35.05971:-80.776436
LARCENY-OTHER,20140602-1230-01,Charlotte-Mecklenburg Police,6/2/2014 12:30,3600 BLOCK N SHARON AMITY RD,Charlotte,North Carolina,35.207666,-80.756998,35.207666:-80.756998
LARCENY-OTHER,20140602-1226-05,Charlotte-Mecklenburg Police,6/2/2014 12:26,3700 BLOCK VOYAGER RD,Charlotte,North Carolina,35.21873,-80.983125,35.21873:-80.983125
LARCENY FROM BUILDING,20140602-1226-03,Charlotte-Mecklenburg Police,6/2/2014 12:26,6500 BLOCK FAIRVIEW RD,Charlotte,North Carolina,35.148545,-80.832516,35.148545:-80.832516
NON-AGGRAVATED ASSAULT,20140602-1221-04,Charlotte-Mecklenburg Police,6/2/2014 12:21,2400 BLOCK COLONY RD,Charlotte,North Carolina,35.170888,-80.833393,35.170888:-80.833393
FORGERY,20140602-1214-00,Charlotte-Mecklenburg Police,6/2/2014 12:14,3200 BLOCK WILKINSON BV,Charlotte,North Carolina,35.224448,-80.892821,35.224448:-80.892821
SUSPICIOUS VEHICLE,O0602120604,Charlotte-Mecklenburg Police,6/2/2014 12:06,WITHERS COVE RD & HATFIELD RD,Charlotte,North Carolina,35.145584,-81.014001,35.145584:-81.014001
FRAUD,20140602-1206-05,Charlotte-Mecklenburg Police,6/2/2014 12:06,1500 BLOCK PIERSON DR,Charlotte,North Carolina,35.200007,-80.765245,35.200007:-80.765245
SUSPICIOUS PERSON,O0602120502,Charlotte-Mecklenburg Police,6/2/2014 12:05,3500 BLOCK S TRYON ST,Charlotte,North Carolina,35.19568,-80.877744,35.19568:-80.877744
LARCENY-SHOPLIFTING,20140602-1200-04,Charlotte-Mecklenburg Police,6/2/2014 12:00,2100 BLOCK BEATTIES FORD RD,Charlotte,North Carolina,35.2633,-80.854308,35.2633:-80.854308
NON-AGGRAVATED ASSAULT,20140602-1159-01,Charlotte-Mecklenburg Police,6/2/2014 11:59,5500 BLOCK NORTHSTREAM DR,Charlotte,North Carolina,35.243794,-80.914811,35.243794:-80.914811
VANDALISM,20140602-1156-04,Charlotte-Mecklenburg Police,6/2/2014 11:56,8100 BLOCK ORWIN MANOR LN,Charlotte,North Carolina,35.049662,-80.844328,35.049662:-80.844328
SUSPICIOUS PERSON,O0602115302,Charlotte-Mecklenburg Police,6/2/2014 11:53,3800 BLOCK E INDEPENDENCE BV,Charlotte,North Carolina,35.200386,-80.77728,35.200386:-80.77728
SUSPICIOUS PERSON,O0602115000,Charlotte-Mecklenburg Police,6/2/2014 11:50,2400 BLOCK CUMBERLAND AV,Charlotte,North Carolina,35.192934,-80.844878,35.192934:-80.844878
FRAUD,20140602-1149-02,Charlotte-Mecklenburg Police,6/2/2014 11:49,800 BLOCK E 4TH ST,Charlotte,North Carolina,35.219742,-80.837992,35.219742:-80.837992
LARCENY-OTHER,20140602-1147-00,Charlotte-Mecklenburg Police,6/2/2014 11:47,6000 BLOCK DELTA CROSSING LN,Charlotte,North Carolina,35.213557,-80.72669,35.213557:-80.72669
FRAUD,20140602-1145-02,Charlotte-Mecklenburg Police,6/2/2014 11:45,12500 BLOCK ATKINS CIRCLE DR,Charlotte,North Carolina,35.068089,-80.845807,35.068089:-80.845807
RESIDENTIAL BURGLARY,20140602-1140-00,Charlotte-Mecklenburg Police,6/2/2014 11:40,6200 BLOCK SUNTRACE WY,Charlotte,North Carolina,35.295837,-80.842613,35.295837:-80.842613
LARCENY FROM AUTO,20140602-1138-03,Charlotte-Mecklenburg Police,6/2/2014 11:38,7700 BLOCK WALTHALL CT,Charlotte,North Carolina,35.128042,-80.853079,35.128042:-80.853079
VANDALISM,20140602-1137-02,Charlotte-Mecklenburg Police,6/2/2014 11:37,6800 BLOCK AERIAL CT,Charlotte,North Carolina,35.280922,-80.771492,35.280922:-80.771492
FRAUD,20140602-1133-00,Charlotte-Mecklenburg Police,6/2/2014 11:33,3100 BLOCK MARLBOROUGH RD,Charlotte,North Carolina,35.235546,-80.89042,35.235546:-80.89042
LARCENY FROM AUTO,20140602-1129-03,Charlotte-Mecklenburg Police,6/2/2014 11:29,8000 BLOCK LAINE RD,Charlotte,North Carolina,35.247549,-80.978503,35.247549:-80.978503
LARCENY FROM AUTO,20140602-1122-01,Charlotte-Mecklenburg Police,6/2/2014 11:22,7800 BLOCK DAVINCI LN,Charlotte,North Carolina,35.08538,-80.850786,35.08538:-80.850786
LARCENY FROM AUTO,20140602-1118-03,Charlotte-Mecklenburg Police,6/2/2014 11:18,3300 BLOCK MAGNOLIA HILL DR,Charlotte,North Carolina,35.227941,-80.773946,35.227941:-80.773946
LARCENY FROM AUTO,20140602-1115-05,Charlotte-Mecklenburg Police,6/2/2014 11:15,2000 BLOCK N TRYON ST,Charlotte,North Carolina,35.242507,-80.822494,35.242507:-80.822494
ALCOHOL VIOLATION-OTHER,20140602-1115-04,Charlotte-Mecklenburg Police,6/2/2014 11:15,2100 BLOCK BEATTIES FORD RD,Charlotte,North Carolina,35.2633,-80.854308,35.2633:-80.854308
LARCENY FROM AUTO,20140602-1111-02,Charlotte-Mecklenburg Police,6/2/2014 11:11,1500 BLOCK PIERSON DR,Charlotte,North Carolina,35.200007,-80.765245,35.200007:-80.765245
STRONG ARM ROBBERY,20140602-1108-04,Charlotte-Mecklenburg Police,6/2/2014 11:08,500 BLOCK CLANTON RD,Charlotte,North Carolina,35.196894,-80.878539,35.196894:-80.878539
LARCENY-OTHER,20140602-1107-00,Charlotte-Mecklenburg Police,6/2/2014 11:07,7100 BLOCK SOUTH CREEK RD,Charlotte,North Carolina,35.047256,-80.789462,35.047256:-80.789462
NON-AGGRAVATED ASSAULT,20140602-1106-02,Charlotte-Mecklenburg Police,6/2/2014 11:06,1900 BLOCK MEADOWLARK LN,Charlotte,North Carolina,35.123333,-80.870204,35.123333:-80.870204
VANDALISM,20140602-1105-03,Charlotte-Mecklenburg Police,6/2/2014 11:05,1000 BLOCK W TREMONT AV,Charlotte,North Carolina,35.213108,-80.872527,35.213108:-80.872527
FRAUD,20140602-1100-01,Charlotte-Mecklenburg Police,6/2/2014 11:00,10000 BLOCK UNIVERSITY CITY BV,Charlotte,North Carolina,35.309541,-80.716945,35.309541:-80.716945
VANDALISM,20140602-1055-01,Charlotte-Mecklenburg Police,6/2/2014 10:55,6700 BLOCK ROCKWELL BV,Charlotte,North Carolina,35.312871,-80.802721,35.312871:-80.802721
NON-AGGRAVATED ASSAULT,20140602-1053-06,Charlotte-Mecklenburg Police,6/2/2014 10:53,3900 BLOCK SEAFORTH DR,Charlotte,North Carolina,35.226691,-80.763958,35.226691:-80.763958
SUSPICIOUS PERSON,O0602104302,Charlotte-Mecklenburg Police,6/2/2014 10:43,SLATE CT & WOODSIDE FALLS RD,Charlotte,North Carolina,35.047267,-80.871344,35.047267:-80.871344
RESIDENTIAL BURGLARY,20140602-1028-02,Charlotte-Mecklenburg Police,6/2/2014 10:28,6900 BLOCK MURRAY GREY LN,Charlotte,North Carolina,35.162525,-80.933844,35.162525:-80.933844
SUSPICIOUS PERSON,O0602101400,Charlotte-Mecklenburg Police,6/2/2014 10:14,3900 BLOCK PEMBERTON DR,Charlotte,North Carolina,35.132998,-80.847806,35.132998:-80.847806
ARMED ROBBERY,20140602-1014-01,Charlotte-Mecklenburg Police,6/2/2014 10:14,8900 BLOCK BOW RD,Charlotte,North Carolina,35.140224,-80.882564,35.140224:-80.882564
NON-AGGRAVATED ASSAULT,20140602-1009-06,Charlotte-Mecklenburg Police,6/2/2014 10:09,500 BLOCK SPRATT ST,Charlotte,North Carolina,35.238563,-80.838943,35.238563:-80.838943
LARCENY FROM AUTO,20140602-1005-04,Charlotte-Mecklenburg Police,6/2/2014 10:05,5200 BLOCK N GRAHAM ST,Charlotte,North Carolina,35.282078,-80.8012,35.282078:-80.8012
LARCENY-OTHER,20140602-1004-01,Charlotte-Mecklenburg Police,6/2/2014 10:04,4300 BLOCK N TRYON ST,Charlotte,North Carolina,35.258292,-80.794642,35.258292:-80.794642
SUSPICIOUS PERSON,O0602094500,Charlotte-Mecklenburg Police,6/2/2014 9:45,4300 BLOCK CLAYBURY CT,Charlotte,North Carolina,35.184396,-80.724643,35.184396:-80.724643
LARCENY FROM AUTO,20140602-0936-01,Charlotte-Mecklenburg Police,6/2/2014 9:36,7800 BLOCK AMBLESIDE DR,Charlotte,North Carolina,35.340214,-80.872512,35.340214:-80.872512
SUSPICIOUS PERSON,O0602092501,Charlotte-Mecklenburg Police,6/2/2014 9:25,500 BLOCK E KINGSTON AV,Charlotte,North Carolina,35.209846,-80.853259,35.209846:-80.853259
LARCENY-OTHER,20140602-0925-00,Charlotte-Mecklenburg Police,6/2/2014 9:25,4300 BLOCK CENTRAL AV,Charlotte,North Carolina,35.214457,-80.772852,35.214457:-80.772852
SUSPICIOUS PERSON,O0602092201,Charlotte-Mecklenburg Police,6/2/2014 9:22,300 BLOCK LAKEWOOD AV,Charlotte,North Carolina,35.255169,-80.878459,35.255169:-80.878459
SUSPICIOUS VEHICLE,O0602091502,Charlotte-Mecklenburg Police,6/2/2014 9:15,DUNCAN AV & LUNSFORD PL,Charlotte,North Carolina,35.237407,-80.805136,35.237407:-80.805136
LARCENY FROM AUTO,20140602-0906-01,Charlotte-Mecklenburg Police,6/2/2014 9:06,1800 BLOCK COLIN CREEK LN,Charlotte,North Carolina,35.305867,-80.959898,35.305867:-80.959898
SUSPICIOUS VEHICLE,O0602085001,Charlotte-Mecklenburg Police,6/2/2014 8:50,600 BLOCK N SUMMIT AV,Charlotte,North Carolina,35.242234,-80.853391,35.242234:-80.853391
SUSPICIOUS VEHICLE,O0602085005,Charlotte-Mecklenburg Police,6/2/2014 8:50,2800 BLOCK GREENLAND AV,Charlotte,North Carolina,35.226253,-80.887283,35.226253:-80.887283
LARCENY FROM BUILDING,20140602-0847-00,Charlotte-Mecklenburg Police,6/2/2014 8:47,4100 BLOCK TRIANGLE DR,Charlotte,North Carolina,35.247182,-80.893347,35.247182:-80.893347
LARCENY FROM AUTO,20140602-0838-01,Charlotte-Mecklenburg Police,6/2/2014 8:38,7300 BLOCK CREEKWOOD QUORUM DR,Charlotte,North Carolina,35.160828,-80.741716,35.160828:-80.741716
LARCENY FROM AUTO,20140602-0820-01,Charlotte-Mecklenburg Police,6/2/2014 8:20,7800 BLOCK DAVINCI LN,Charlotte,North Carolina,35.08538,-80.850786,35.08538:-80.850786
LARCENY FROM AUTO,20140602-0819-00,Charlotte-Mecklenburg Police,6/2/2014 8:19,7900 BLOCK FOREST POINT BV,Charlotte,North Carolina,35.135838,-80.904551,35.135838:-80.904551
AGGRAVATED ASSAULT-GUN,20140602-0759-02,Charlotte-Mecklenburg Police,6/2/2014 7:59,9900 BLOCK PARKRIDGE DR,Charlotte,North Carolina,35.239205,-80.993464,35.239205:-80.993464
LARCENY-OTHER,20140602-0751-04,Charlotte-Mecklenburg Police,6/2/2014 7:51,1500 BLOCK HUGH FOREST RD,Charlotte,North Carolina,35.09861,-80.764914,35.09861:-80.764914
LARCENY FROM AUTO,20140602-0736-02,Charlotte-Mecklenburg Police,6/2/2014 7:36,7100 BLOCK HOPETON RD,Charlotte,North Carolina,35.120517,-80.858733,35.120517:-80.858733
RESIDENTIAL BURGLARY,20140602-0731-00,Charlotte-Mecklenburg Police,6/2/2014 7:31,7700 BLOCK OAK CANYON LN,Charlotte,North Carolina,35.191862,-80.71446,35.191862:-80.71446
LARCENY FROM AUTO,20140602-0717-00,Charlotte-Mecklenburg Police,6/2/2014 7:17,8900 BLOCK PARK RD,Charlotte,North Carolina,35.111181,-80.857866,35.111181:-80.857866
LARCENY OF BICYCLE,20140602-0710-04,Charlotte-Mecklenburg Police,6/2/2014 7:10,2800 BLOCK BRITTNI DAYLE DR,Charlotte,North Carolina,35.313915,-80.956038,35.313915:-80.956038
VANDALISM,20140602-0710-00,Charlotte-Mecklenburg Police,6/2/2014 7:10,2400 BLOCK MINT THISTLE CT,Charlotte,North Carolina,35.291737,-80.846773,35.291737:-80.846773
SUSPICIOUS PERSON,O0602064802,Charlotte-Mecklenburg Police,6/2/2014 6:48,CHESTERFIELD AV & ST JULIEN ST,Charlotte,North Carolina,35.214732,-80.811436,35.214732:-80.811436
MFG./SALE OF MARIJUANA,20140602-0646-02,Charlotte-Mecklenburg Police,6/2/2014 6:46,9200 BLOCK BRADSTREET COMMONS WY,Charlotte,North Carolina,35.24455,-80.681214,35.24455:-80.681214
LARCENY FROM AUTO,20140602-0630-00,Charlotte-Mecklenburg Police,6/2/2014 6:30,7800 BLOCK RENAISSANCE CT,Charlotte,North Carolina,35.085002,-80.850537,35.085002:-80.850537
LARCENY FROM AUTO,20140602-0610-00,Charlotte-Mecklenburg Police,6/2/2014 6:10,7800 BLOCK FOREST POINT BV,Charlotte,North Carolina,35.13766,-80.90395,35.13766:-80.90395
SUSPICIOUS VEHICLE,O0602060201,Charlotte-Mecklenburg Police,6/2/2014 6:02,1900 BLOCK SHAMROCK DR,Charlotte,North Carolina,35.235594,-80.792619,35.235594:-80.792619
SUSPICIOUS PERSON,O0602051200,Charlotte-Mecklenburg Police,6/2/2014 5:12,3000 BLOCK CRICKETEER DR,Charlotte,North Carolina,35.276751,-80.865982,35.276751:-80.865982
SUSPICIOUS VEHICLE,O0602050700,Charlotte-Mecklenburg Police,6/2/2014 5:07,ROMARE BEARDEN DR & WEST BV,Charlotte,North Carolina,35.211821,-80.895456,35.211821:-80.895456
SUSPICIOUS PERSON,O0602045200,Charlotte-Mecklenburg Police,6/2/2014 4:52,SHAMROCK DR & N SHARON AMITY RD,Charlotte,North Carolina,35.226619,-80.747362,35.226619:-80.747362
SUSPICIOUS PERSON,O0602044800,Charlotte-Mecklenburg Police,6/2/2014 4:48,7800 BLOCK ROYAL POINT DR,Charlotte,North Carolina,35.145228,-80.923759,35.145228:-80.923759
AUTO THEFT,20140602-0347-02,Charlotte-Mecklenburg Police,6/2/2014 3:47,1700 BLOCK HARRIS HOUSTON RD,Charlotte,North Carolina,35.314071,-80.700853,35.314071:-80.700853
ARMED ROBBERY,20140602-0335-02,Charlotte-Mecklenburg Police,6/2/2014 3:35,8400 BLOCK RUST WOOD PL,Charlotte,North Carolina,35.191138,-80.702474,35.191138:-80.702474
SUSPICIOUS PERSON,O0602033200,Charlotte-Mecklenburg Police,6/2/2014 3:32,5200 BLOCK NEVIN RD,Charlotte,North Carolina,35.298094,-80.810947,35.298094:-80.810947
VANDALISM,20140602-0301-00,Charlotte-Mecklenburg Police,6/2/2014 3:01,8600 BLOCK KODY MARIE CT,Charlotte,North Carolina,35.118157,-80.877391,35.118157:-80.877391
STRONG ARM ROBBERY,20140602-0245-01,Charlotte-Mecklenburg Police,6/2/2014 2:45,6300 BLOCK ALBEMARLE RD,Charlotte,North Carolina,35.202442,-80.73831,35.202442:-80.73831
SUSPICIOUS PERSON,O0602023800,Charlotte-Mecklenburg Police,6/2/2014 2:38,3100 BLOCK SLOAN DR,Charlotte,North Carolina,35.241357,-80.921065,35.241357:-80.921065
SUSPICIOUS VEHICLE,O0602015901,Charlotte-Mecklenburg Police,6/2/2014 1:59,2600 BLOCK ROSLYN AV,Charlotte,North Carolina,35.248135,-80.86691,35.248135:-80.86691
POSSESSION OF MARIJUANA,20140602-0155-00,Charlotte-Mecklenburg Police,6/2/2014 1:55,7600 BLOCK SHINY MEADOW LN,Charlotte,North Carolina,35.245873,-80.677562,35.245873:-80.677562
ARMED ROBBERY,20140602-0148-01,Charlotte-Mecklenburg Police,6/2/2014 1:48,7000 BLOCK SNOW LN,Charlotte,North Carolina,35.196739,-80.725942,35.196739:-80.725942
SUSPICIOUS PERSON,O0602014701,Charlotte-Mecklenburg Police,6/2/2014 1:47,2500 BLOCK BEATTIES FORD RD,Charlotte,North Carolina,35.268363,-80.853992,35.268363:-80.853992
SUSPICIOUS PERSON,O0602014000,Charlotte-Mecklenburg Police,6/2/2014 1:40,4500 BLOCK N TRYON ST,Charlotte,North Carolina,35.257014,-80.79106,35.257014:-80.79106
NON-AGGRAVATED ASSAULT,20140602-0139-01,Charlotte-Mecklenburg Police,6/2/2014 1:39,200 BLOCK HAWTHORNE LN,Charlotte,North Carolina,35.212018,-80.824243,35.212018:-80.824243
ARMED ROBBERY,20140602-0131-01,Charlotte-Mecklenburg Police,6/2/2014 1:31,5300 BLOCK MCALPINE GLEN DR,Charlotte,North Carolina,35.193259,-80.706728,35.193259:-80.706728
DRIVING WHILE IMPAIRED,20140602-0127-01,Charlotte-Mecklenburg Police,6/2/2014 1:27,8500 BLOCK PARK RD,Charlotte,North Carolina,35.117348,-80.857357,35.117348:-80.857357
ARMED ROBBERY,20140602-0126-02,Charlotte-Mecklenburg Police,6/2/2014 1:26,1000 BLOCK TOM HUNTER RD,Charlotte,North Carolina,35.278008,-80.783224,35.278008:-80.783224
VANDALISM,20140602-0105-00,Charlotte-Mecklenburg Police,6/2/2014 1:05,4800 BLOCK RENAISSANCE RIDGE RD,Charlotte,North Carolina,35.184533,-80.899947,35.184533:-80.899947
LARCENY-OTHER,20140602-0100-00,Charlotte-Mecklenburg Police,6/2/2014 1:00,1700 BLOCK CAROWAY ST,Charlotte,North Carolina,35.314203,-80.712028,35.314203:-80.712028
RESIDENTIAL BURGLARY,20140602-0058-02,Charlotte-Mecklenburg Police,6/2/2014 0:58,300 BLOCK BLACKTHORNE LN,Charlotte,North Carolina,35.186374,-80.873566,35.186374:-80.873566
SUSPICIOUS PERSON,O0602005701,Charlotte-Mecklenburg Police,6/2/2014 0:57,800 BLOCK W TRADE ST,Charlotte,North Carolina,35.23416,-80.850034,35.23416:-80.850034
NON-AGGRAVATED ASSAULT,20140602-0052-00,Charlotte-Mecklenburg Police,6/2/2014 0:52,6900 BLOCK PEPPER ANN LN,Charlotte,North Carolina,35.327195,-80.865784,35.327195:-80.865784
SUSPICIOUS PERSON,O0602003804,Charlotte-Mecklenburg Police,6/2/2014 0:38,9500 BLOCK GREYSON HEIGHTS DR,Charlotte,North Carolina,35.084449,-80.774969,35.084449:-80.774969
LARCENY FROM AUTO,20140602-0036-02,Charlotte-Mecklenburg Police,6/2/2014 0:36,2100 BLOCK YAGER CREEK DR,Charlotte,North Carolina,35.142282,-80.926704,35.142282:-80.926704
SUSPICIOUS VEHICLE,O0602002600,Charlotte-Mecklenburg Police,6/2/2014 0:26,DOLLEY TODD DR & MADISON SQUARE PL,Charlotte,North Carolina,35.352271,-80.858091,35.352271:-80.858091
